82388 84269 100041 86385 
165665 168812 155372 172151 
272802 256497 283567 237968 
329803 321219 350133 321047 
400254 510273 421207 496352 
507403 590181 501114 492498 
584667 550785 556896 573211 
642650 640385 655732 658847 
735692 751502 749133 715714 
934798 823206 772427 809865 
