82387 78914 78164 76715 
141368 159317 140907 152955 
224182 221584 209911 215838 
337634 276999 283517 278045 
338619 346201 341579 383889 
456172 402146 427908 546015 
480303 481132 474095 614899 
733206 554132 587463 556824 
602348 607763 649210 618567 
806086 967529 664628 681065 
