14661363.138090 14583505.791478 14705855.953700 14549626.712916 14586284.227779 
27029680.020655 28551288.720202 27396550.181721 27649124.109702 27591479.716035 
38709220.137426 39600450.532469 38521946.035418 38531307.471242 38760350.130116 
48656446.258964 49284414.901737 49522914.246981 49267001.498247 49360325.252729 
58272330.672714 56850672.603417 60140572.715620 58623450.954742 58424103.936709 
67068744.371367 65505561.748974 66737089.648093 
