0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.020480,40000000.000000,72000,819200
0.023120,35432525.951557,76000,819200
0.022760,35992970.123023,72000,819200
0.022400,36571428.571429,76000,819200
0.021960,37304189.435337,76000,819200
0.024000,682666.666667,44000,16384
0.024000,682666.666667,44000,16384
0.002000,8192000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.002000,8192000.000000,4000,16384
0.002000,8192000.000000,4000,16384
0.002000,8192000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.020000,819200.000000,40000,16384
0.020000,819200.000000,40000,16384
0.020000,819200.000000,40000,16384
0.004000,4096000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.004000,4096000.000000,4000,16384
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.096000,85333.333333,96000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
0.004000,2048000.000000,4000,8192
