1,0.00
1,0.00
1,0.00
1,0.00
100,0.00
100,0.00
100,0.00
100,0.00
100,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,1.00
2,1.00
2,1.00
2,1.00
2,1.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
2,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,1.00
1,1.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,1.00
1,1.00
1,1.00
1,1.00
1,1.00
1,1.00
1,1.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,1.00
1,1.00
1,1.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,1.00
1,1.00
1,1.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,1.00
1,1.00
1,0.00
1,0.00
1,0.00
1,0.00
1,1.00
1,1.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
1,0.00
